Neighbourhood Name,MCI,number_of_crime,Hood_ID,population_density,Unemployment rate,Population,Average age,household_income
North Riverdale,Theft Over,4.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North Riverdale,bicycle theft,30.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North Riverdale,homicide,1.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North St. James Town,Assault,139.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
North St. James Town,Auto Theft,16.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
North St. James Town,Break and Enter,54.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
North St. James Town,Robbery,22.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
North St. James Town,Theft Over,9.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
North St. James Town,bicycle theft,61.0,74.0,44321.0,10.4,18835.0,39.04632333421821,144164.0
O'Connor-Parkview,Assault,136.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
O'Connor-Parkview,Auto Theft,7.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
O'Connor-Parkview,Break and Enter,34.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
O'Connor-Parkview,Robbery,30.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
O'Connor-Parkview,Theft Over,6.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
O'Connor-Parkview,bicycle theft,7.0,54.0,3780.0,10.1,19120.0,40.50862970711297,354525.0
Oakridge,Assault,138.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakridge,Auto Theft,11.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakridge,Break and Enter,57.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakridge,Robbery,29.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakridge,Theft Over,10.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakridge,bicycle theft,4.0,121.0,7444.0,14.6,14100.0,37.76542553191489,134303.0
Oakwood Village,Assault,132.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Oakwood Village,Auto Theft,24.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Oakwood Village,Break and Enter,22.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Oakwood Village,Robbery,26.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Oakwood Village,Theft Over,1.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Oakwood Village,bicycle theft,18.0,107.0,9511.0,6.8,21770.0,42.27882406982086,267062.0
Old East York,Assault,37.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,Auto Theft,6.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,Break and Enter,25.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,Robbery,6.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,Theft Over,2.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,bicycle theft,1.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Old East York,homicide,1.0,58.0,3997.0,5.0,9450.0,42.03439153439153,257522.0
Palmerston-Little Italy,Assault,70.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Palmerston-Little Italy,Auto Theft,12.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Palmerston-Little Italy,Break and Enter,40.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Palmerston-Little Italy,Robbery,37.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Palmerston-Little Italy,Theft Over,8.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Palmerston-Little Italy,bicycle theft,55.0,80.0,9601.0,6.8,14100.0,42.12943262411348,347339.0
Parkwoods-Donalda,Assault,179.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Parkwoods-Donalda,Auto Theft,26.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Parkwoods-Donalda,Break and Enter,45.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Parkwoods-Donalda,Robbery,32.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Parkwoods-Donalda,Theft Over,4.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Parkwoods-Donalda,bicycle theft,7.0,45.0,4691.0,9.2,35590.0,40.161351503231245,623453.0
Pelmo Park-Humberlea,Assault,61.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,Auto Theft,24.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,Break and Enter,24.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,Robbery,12.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,Theft Over,4.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,bicycle theft,1.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Pelmo Park-Humberlea,homicide,1.0,23.0,2547.0,6.0,10945.0,40.3643216080402,154568.0
Playter Estates-Danforth,Assault,82.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Playter Estates-Danforth,Auto Theft,6.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Playter Estates-Danforth,Break and Enter,25.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Playter Estates-Danforth,Robbery,12.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Playter Estates-Danforth,Theft Over,3.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Playter Estates-Danforth,bicycle theft,19.0,67.0,8671.0,6.4,7995.0,41.93996247654784,194189.0
Pleasant View,Assault,56.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Pleasant View,Auto Theft,8.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Pleasant View,Break and Enter,32.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Pleasant View,Robbery,13.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Pleasant View,Theft Over,2.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Pleasant View,bicycle theft,2.0,46.0,5273.0,10.0,16170.0,43.31880024737168,219209.0
Princess-Rosethorn,Assault,31.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,Auto Theft,24.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,Break and Enter,33.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,Robbery,30.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,Theft Over,3.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,bicycle theft,3.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Princess-Rosethorn,homicide,1.0,10.0,2138.0,6.0,11380.0,42.54481546572935,538736.0
Regent Park,Assault,98.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,Auto Theft,4.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,Break and Enter,26.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,Robbery,12.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,Theft Over,2.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,bicycle theft,37.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Regent Park,homicide,1.0,72.0,16880.0,9.6,10865.0,35.96134376438104,103250.0
Rexdale-Kipling,Assault,80.0,4.0,4229.0,10.9,10845.0,41.81120331950208,134305.0
Rexdale-Kipling,Auto Theft,22.0,4.0,4229.0,10.9,10845.0,41.81120331950208,134305.0
Rexdale-Kipling,Break and Enter,16.0,4.0,4229.0,10.9,10845.0,41.81120331950208,134305.0
Rexdale-Kipling,Robbery,17.0,4.0,4229.0,10.9,10845.0,41.81120331950208,134305.0
Rexdale-Kipling,bicycle theft,3.0,4.0,4229.0,10.9,10845.0,41.81120331950208,134305.0
Rockcliffe-Smythe,Assault,147.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Rockcliffe-Smythe,Auto Theft,37.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Rockcliffe-Smythe,Break and Enter,37.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Rockcliffe-Smythe,Robbery,61.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Rockcliffe-Smythe,Theft Over,3.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Rockcliffe-Smythe,bicycle theft,9.0,111.0,4414.0,9.2,22725.0,41.466116611661164,295358.0
Roncesvalles,Assault,107.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Roncesvalles,Auto Theft,14.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Roncesvalles,Break and Enter,37.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Roncesvalles,Robbery,26.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Roncesvalles,Theft Over,3.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Roncesvalles,bicycle theft,26.0,86.0,9851.0,6.7,15150.0,39.566501650165016,377518.0
Rosedale-Moore Park,Assault,96.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rosedale-Moore Park,Auto Theft,12.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rosedale-Moore Park,Break and Enter,58.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rosedale-Moore Park,Robbery,18.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rosedale-Moore Park,Theft Over,7.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rosedale-Moore Park,bicycle theft,46.0,98.0,4500.0,6.0,21655.0,46.34287693373355,1413132.0
Rouge,Assault,146.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Rouge,Auto Theft,21.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Rouge,Break and Enter,75.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Rouge,Robbery,31.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Rouge,Theft Over,11.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Rouge,bicycle theft,13.0,131.0,1260.0,8.2,47170.0,39.65804536781853,729154.0
Runnymede-Bloor West Village,Assault,38.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Runnymede-Bloor West Village,Auto Theft,10.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Runnymede-Bloor West Village,Break and Enter,22.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Runnymede-Bloor West Village,Robbery,21.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Runnymede-Bloor West Village,Theft Over,1.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Runnymede-Bloor West Village,bicycle theft,18.0,89.0,6333.0,5.1,10270.0,38.67672833495618,223885.0
Rustic,Assault,65.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Rustic,Auto Theft,8.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Rustic,Break and Enter,17.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Rustic,Robbery,7.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Rustic,Theft Over,3.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Rustic,bicycle theft,3.0,28.0,4734.0,9.1,10305.0,40.8551673944687,113995.0
Scarborough Village,Assault,196.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,Auto Theft,9.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,Break and Enter,34.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,Robbery,22.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,Theft Over,2.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,bicycle theft,2.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
Scarborough Village,homicide,6.0,139.0,5395.0,13.0,17160.0,38.56118881118881,185967.0
South Parkdale,Assault,230.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,Auto Theft,23.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,Break and Enter,69.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,Robbery,41.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,Theft Over,12.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,bicycle theft,31.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Parkdale,homicide,1.0,85.0,9583.0,8.6,22205.0,41.383021841927494,258500.0
South Riverdale,Assault,234.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,Auto Theft,27.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,Break and Enter,147.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,Robbery,49.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,Theft Over,23.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,bicycle theft,128.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
South Riverdale,homicide,3.0,70.0,3136.0,6.5,28415.0,40.42160830547246,662651.0
St.Andrew-Windfields,Assault,49.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
St.Andrew-Windfields,Auto Theft,10.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
St.Andrew-Windfields,Break and Enter,57.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
St.Andrew-Windfields,Robbery,14.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
St.Andrew-Windfields,Theft Over,5.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
St.Andrew-Windfields,bicycle theft,7.0,40.0,2430.0,8.3,18255.0,42.197069296083264,649291.0
Steeles,Assault,43.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Steeles,Auto Theft,30.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Steeles,Break and Enter,48.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Steeles,Robbery,17.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Steeles,Theft Over,3.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Steeles,bicycle theft,1.0,116.0,5436.0,9.5,25560.0,45.83724569640063,363045.0
Stonegate-Queensway,Assault,76.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Stonegate-Queensway,Auto Theft,12.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Stonegate-Queensway,Break and Enter,49.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Stonegate-Queensway,Robbery,15.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Stonegate-Queensway,Theft Over,4.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Stonegate-Queensway,bicycle theft,11.0,16.0,3199.0,6.7,25790.0,42.343447072508724,516575.0
Tam O'Shanter-Sullivan,Assault,96.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Tam O'Shanter-Sullivan,Auto Theft,22.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Tam O'Shanter-Sullivan,Break and Enter,61.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Tam O'Shanter-Sullivan,Robbery,24.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Tam O'Shanter-Sullivan,Theft Over,10.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Tam O'Shanter-Sullivan,bicycle theft,2.0,118.0,5073.0,9.1,28675.0,44.85754141238012,475647.0
Taylor-Massey,Assault,98.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,Auto Theft,7.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,Break and Enter,43.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,Robbery,16.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,Theft Over,5.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,bicycle theft,9.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
Taylor-Massey,homicide,1.0,61.0,15528.0,11.5,15945.0,38.12888052681091,102259.0
The Beaches,Assault,90.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
The Beaches,Auto Theft,7.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
The Beaches,Break and Enter,77.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
The Beaches,Robbery,19.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
The Beaches,Theft Over,4.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
The Beaches,bicycle theft,93.0,63.0,6058.0,5.7,21850.0,40.1383295194508,659192.0
Thistletown-Beaumond Heights,Assault,39.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thistletown-Beaumond Heights,Auto Theft,13.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thistletown-Beaumond Heights,Break and Enter,23.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thistletown-Beaumond Heights,Robbery,16.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thistletown-Beaumond Heights,Theft Over,1.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thistletown-Beaumond Heights,bicycle theft,3.0,3.0,3130.0,10.4,10725.0,41.564335664335665,140050.0
Thorncliffe Park,Assault,85.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,Auto Theft,4.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,Break and Enter,24.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,Robbery,16.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,Theft Over,11.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,bicycle theft,15.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Thorncliffe Park,homicide,1.0,55.0,6787.0,12.6,21530.0,35.1105434277752,195114.0
Trinity-Bellwoods,Assault,169.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,Auto Theft,25.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,Break and Enter,46.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,Robbery,25.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,Theft Over,2.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,bicycle theft,69.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
Trinity-Bellwoods,homicide,1.0,81.0,9570.0,6.1,16890.0,41.96462403789224,333954.0
University,Assault,126.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
University,Auto Theft,13.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
University,Break and Enter,49.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
University,Robbery,26.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
University,Theft Over,5.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
University,bicycle theft,135.0,79.0,5395.0,8.3,7915.0,42.74384080859128,197072.0
Victoria Village,Assault,132.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,Auto Theft,20.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,Break and Enter,21.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,Robbery,13.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,Theft Over,4.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,bicycle theft,1.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Victoria Village,homicide,2.0,43.0,3710.0,10.1,18075.0,43.159059474412174,171271.0
Waterfront Communities-The Island,Assault,882.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
Waterfront Communities-The Island,Auto Theft,39.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
Waterfront Communities-The Island,Break and Enter,214.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
Waterfront Communities-The Island,Robbery,70.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
Waterfront Communities-The Island,Theft Over,56.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
Waterfront Communities-The Island,bicycle theft,416.0,77.0,8943.0,5.2,66275.0,39.48981516408902,662333.0
West Hill,Assault,419.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Hill,Auto Theft,15.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Hill,Break and Enter,72.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Hill,Robbery,77.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Hill,Theft Over,7.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Hill,bicycle theft,26.0,136.0,2856.0,11.6,28000.0,40.39357142857143,316750.0
West Humber-Clairville,Assault,308.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,Auto Theft,316.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,Break and Enter,130.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,Robbery,99.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,Theft Over,40.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,bicycle theft,21.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
West Humber-Clairville,homicide,4.0,1.0,1117.0,9.6,33935.0,39.830705761013704,426156.0
Westminster-Branson,Assault,128.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Westminster-Branson,Auto Theft,26.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Westminster-Branson,Break and Enter,20.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Westminster-Branson,Robbery,13.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Westminster-Branson,Theft Over,6.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Westminster-Branson,bicycle theft,15.0,35.0,7339.0,9.2,27290.0,43.850128252107,332776.0
Weston,Assault,192.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,Auto Theft,40.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,Break and Enter,44.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,Robbery,47.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,Theft Over,2.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,bicycle theft,7.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston,homicide,4.0,113.0,7197.0,10.6,18380.0,39.9417845484222,171044.0
Weston-Pelham Park,Assault,92.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,Auto Theft,16.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,Break and Enter,16.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,Robbery,15.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,Theft Over,7.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,bicycle theft,4.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Weston-Pelham Park,homicide,1.0,91.0,7601.0,8.5,11255.0,39.448911594846734,127491.0
Wexford/Maryvale,Assault,182.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,Auto Theft,43.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,Break and Enter,75.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,Robbery,28.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,Theft Over,11.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,bicycle theft,8.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Wexford/Maryvale,homicide,2.0,119.0,2724.0,9.0,28805.0,42.18607880576289,336503.0
Willowdale East,Assault,147.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale East,Auto Theft,46.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale East,Break and Enter,80.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale East,Robbery,29.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale East,Theft Over,13.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale East,bicycle theft,48.0,51.0,10087.0,8.5,51270.0,40.24800078018335,572155.0
Willowdale West,Assault,97.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowdale West,Auto Theft,12.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowdale West,Break and Enter,36.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowdale West,Robbery,18.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowdale West,Theft Over,4.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowdale West,bicycle theft,49.0,37.0,5820.0,9.8,17590.0,44.515633882888004,272986.0
Willowridge-Martingrove-Richview,Assault,103.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Willowridge-Martingrove-Richview,Auto Theft,48.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Willowridge-Martingrove-Richview,Break and Enter,34.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Willowridge-Martingrove-Richview,Robbery,57.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Willowridge-Martingrove-Richview,Theft Over,4.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Willowridge-Martingrove-Richview,bicycle theft,2.0,7.0,4007.0,8.5,23015.0,44.03867043232675,412302.0
Woburn,Assault,357.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woburn,Auto Theft,32.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woburn,Break and Enter,78.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
