Neighbourhood Name,MCI,number_of_crime,Hood_ID,population_density,Unemployment rate,Population,Average age,household_income
Forest Hill North,Robbery,8.0,102.0,8054.0,7.4,13160.0,41.723974164133736,258469.0
Forest Hill North,Theft Over,2.0,102.0,8054.0,7.4,13160.0,41.723974164133736,258469.0
Forest Hill North,bicycle theft,13.0,102.0,8054.0,7.4,13160.0,41.723974164133736,258469.0
Forest Hill South,Assault,10.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Forest Hill South,Auto Theft,9.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Forest Hill South,Break and Enter,31.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Forest Hill South,Robbery,1.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Forest Hill South,Theft Over,6.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Forest Hill South,bicycle theft,9.0,101.0,4380.0,5.6,11070.0,44.39205058717254,784645.0
Glenfield-Jane Heights,Assault,306.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,Auto Theft,60.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,Break and Enter,28.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,Robbery,69.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,Theft Over,12.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,bicycle theft,10.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Glenfield-Jane Heights,homicide,1.0,25.0,5864.0,11.5,31210.0,39.597805190644024,410012.0
Greenwood-Coxwell,Assault,99.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Greenwood-Coxwell,Auto Theft,13.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Greenwood-Coxwell,Break and Enter,63.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Greenwood-Coxwell,Robbery,10.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Greenwood-Coxwell,Theft Over,7.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Greenwood-Coxwell,bicycle theft,36.0,65.0,8582.0,7.2,14610.0,39.26522929500342,216423.0
Guildwood,Assault,43.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Guildwood,Auto Theft,4.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Guildwood,Break and Enter,17.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Guildwood,Robbery,8.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Guildwood,Theft Over,1.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Guildwood,bicycle theft,6.0,140.0,2673.0,7.9,10460.0,47.70506692160612,177062.0
Henry Farm,Assault,74.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
Henry Farm,Auto Theft,10.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
Henry Farm,Break and Enter,13.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
Henry Farm,Robbery,8.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
Henry Farm,Theft Over,3.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
Henry Farm,bicycle theft,2.0,53.0,6047.0,10.3,15865.0,36.83753545540498,202357.0
High Park North,Assault,90.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park North,Auto Theft,7.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park North,Break and Enter,28.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park North,Robbery,23.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park North,Theft Over,1.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park North,bicycle theft,46.0,88.0,11726.0,7.1,22715.0,42.105767114241694,496958.0
High Park-Swansea,Assault,109.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
High Park-Swansea,Auto Theft,11.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
High Park-Swansea,Break and Enter,36.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
High Park-Swansea,Robbery,22.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
High Park-Swansea,Theft Over,5.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
High Park-Swansea,bicycle theft,55.0,87.0,4893.0,6.0,24660.0,42.302210056772104,483620.0
Highland Creek,Assault,61.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Highland Creek,Auto Theft,8.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Highland Creek,Break and Enter,34.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Highland Creek,Robbery,8.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Highland Creek,Theft Over,1.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Highland Creek,bicycle theft,15.0,134.0,2403.0,8.5,12695.0,43.072666404096104,196620.0
Hillcrest Village,Assault,41.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Hillcrest Village,Auto Theft,22.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Hillcrest Village,Break and Enter,34.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Hillcrest Village,Robbery,15.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Hillcrest Village,Theft Over,1.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Hillcrest Village,bicycle theft,3.0,48.0,3148.0,8.3,17545.0,46.034910230834996,298716.0
Humber Heights-Westmount,Assault,31.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,Auto Theft,16.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,Break and Enter,24.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,Robbery,8.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,Theft Over,4.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,bicycle theft,1.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Heights-Westmount,homicide,1.0,8.0,3981.0,7.4,11885.0,48.889777029869585,238655.0
Humber Summit,Assault,118.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humber Summit,Auto Theft,60.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humber Summit,Break and Enter,41.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humber Summit,Robbery,23.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humber Summit,Theft Over,19.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humber Summit,bicycle theft,6.0,21.0,1570.0,9.6,12685.0,40.933385888845095,202677.0
Humbermede,Assault,114.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,Auto Theft,44.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,Break and Enter,24.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,Robbery,24.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,Theft Over,1.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,bicycle theft,3.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humbermede,homicide,1.0,22.0,3565.0,10.2,15795.0,38.45520734409623,184459.0
Humewood-Cedarvale,Assault,52.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Humewood-Cedarvale,Auto Theft,17.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Humewood-Cedarvale,Break and Enter,27.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Humewood-Cedarvale,Robbery,8.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Humewood-Cedarvale,Theft Over,5.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Humewood-Cedarvale,bicycle theft,15.0,106.0,7682.0,7.1,14650.0,40.32235494880546,289910.0
Ionview,Assault,100.0,125.0,7031.0,8.8,13860.0,39.83676046176046,169046.0
Ionview,Auto Theft,5.0,125.0,7031.0,8.8,13860.0,39.83676046176046,169046.0
Ionview,Break and Enter,17.0,125.0,7031.0,8.8,13860.0,39.83676046176046,169046.0
Ionview,Robbery,9.0,125.0,7031.0,8.8,13860.0,39.83676046176046,169046.0
Ionview,Theft Over,4.0,125.0,7031.0,8.8,13860.0,39.83676046176046,169046.0
Islington-City Centre West,Assault,215.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Islington-City Centre West,Auto Theft,136.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Islington-City Centre West,Break and Enter,104.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Islington-City Centre West,Robbery,41.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Islington-City Centre West,Theft Over,35.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Islington-City Centre West,bicycle theft,26.0,14.0,2712.0,7.3,45440.0,42.91477772887324,854623.0
Junction Area,Assault,105.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Junction Area,Auto Theft,19.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Junction Area,Break and Enter,33.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Junction Area,Robbery,8.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Junction Area,Theft Over,2.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Junction Area,bicycle theft,25.0,90.0,5442.0,5.6,14550.0,39.20704467353952,310473.0
Keelesdale-Eglinton West,Assault,48.0,110.0,6467.0,8.6,11280.0,41.4155585106383,184802.0
Keelesdale-Eglinton West,Auto Theft,15.0,110.0,6467.0,8.6,11280.0,41.4155585106383,184802.0
Keelesdale-Eglinton West,Break and Enter,14.0,110.0,6467.0,8.6,11280.0,41.4155585106383,184802.0
Keelesdale-Eglinton West,Robbery,28.0,110.0,6467.0,8.6,11280.0,41.4155585106383,184802.0
Keelesdale-Eglinton West,bicycle theft,4.0,110.0,6467.0,8.6,11280.0,41.4155585106383,184802.0
Kennedy Park,Assault,216.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kennedy Park,Auto Theft,12.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kennedy Park,Break and Enter,47.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kennedy Park,Robbery,32.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kennedy Park,Theft Over,5.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kennedy Park,bicycle theft,5.0,124.0,4770.0,9.1,17460.0,40.76302978235968,229390.0
Kensington-Chinatown,Assault,341.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,Auto Theft,30.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,Break and Enter,81.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,Robbery,62.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,Theft Over,16.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,bicycle theft,129.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kensington-Chinatown,homicide,5.0,78.0,11806.0,8.2,18405.0,41.89228470524314,222404.0
Kingsview Village-The Westway,Assault,123.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,Auto Theft,42.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,Break and Enter,34.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,Robbery,24.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,Theft Over,5.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,bicycle theft,2.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsview Village-The Westway,homicide,2.0,6.0,4356.0,9.9,22605.0,39.77560274275603,272950.0
Kingsway South,Assault,26.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
Kingsway South,Auto Theft,9.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
Kingsway South,Break and Enter,28.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
Kingsway South,Robbery,8.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
Kingsway South,Theft Over,2.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
Kingsway South,bicycle theft,14.0,15.0,3593.0,7.5,9590.0,43.58342022940563,900624.0
L'Amoreaux,Assault,180.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,Auto Theft,27.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,Break and Enter,49.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,Robbery,37.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,Theft Over,4.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,bicycle theft,7.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
L'Amoreaux,homicide,2.0,117.0,6144.0,10.9,45325.0,43.591395477109764,529383.0
Lambton Baby Point,Assault,28.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lambton Baby Point,Auto Theft,1.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lambton Baby Point,Break and Enter,9.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lambton Baby Point,Robbery,6.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lambton Baby Point,Theft Over,1.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lambton Baby Point,bicycle theft,6.0,114.0,4697.0,7.6,8125.0,38.33938461538462,214945.0
Lansing-Westgate,Assault,68.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lansing-Westgate,Auto Theft,27.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lansing-Westgate,Break and Enter,41.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lansing-Westgate,Robbery,9.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lansing-Westgate,Theft Over,5.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lansing-Westgate,bicycle theft,16.0,38.0,3038.0,7.2,16545.0,40.13523723179208,356122.0
Lawrence Park North,Assault,22.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park North,Auto Theft,13.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park North,Break and Enter,27.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park North,Robbery,4.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park North,Theft Over,3.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park North,bicycle theft,14.0,105.0,6407.0,6.4,14855.0,37.83389431167957,470908.0
Lawrence Park South,Assault,21.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Lawrence Park South,Auto Theft,20.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Lawrence Park South,Break and Enter,45.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Lawrence Park South,Robbery,2.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Lawrence Park South,Theft Over,2.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Lawrence Park South,bicycle theft,12.0,103.0,4685.0,7.5,15475.0,39.60420032310178,1216585.0
Leaside-Bennington,Assault,24.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Leaside-Bennington,Auto Theft,4.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Leaside-Bennington,Break and Enter,32.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Leaside-Bennington,Robbery,8.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Leaside-Bennington,Theft Over,2.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Leaside-Bennington,bicycle theft,38.0,56.0,3596.0,6.9,17205.0,39.80587038651555,841619.0
Little Portugal,Assault,125.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,Auto Theft,13.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,Break and Enter,39.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,Robbery,10.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,Theft Over,3.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,bicycle theft,41.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Little Portugal,homicide,1.0,84.0,12859.0,6.4,15825.0,41.165402843601896,202912.0
Long Branch,Assault,60.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Long Branch,Auto Theft,13.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Long Branch,Break and Enter,28.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Long Branch,Robbery,5.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Long Branch,Theft Over,1.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Long Branch,bicycle theft,10.0,19.0,4584.0,7.1,10235.0,41.51856375183195,137480.0
Malvern,Assault,283.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,Auto Theft,36.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,Break and Enter,66.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,Robbery,64.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,Theft Over,8.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,bicycle theft,8.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Malvern,homicide,4.0,132.0,4948.0,10.5,44265.0,38.38325991189427,533202.0
Maple Leaf,Assault,45.0,29.0,4012.0,8.1,10490.0,43.25643469971401,144062.0
Maple Leaf,Auto Theft,16.0,29.0,4012.0,8.1,10490.0,43.25643469971401,144062.0
Maple Leaf,Break and Enter,17.0,29.0,4012.0,8.1,10490.0,43.25643469971401,144062.0
Maple Leaf,Robbery,8.0,29.0,4012.0,8.1,10490.0,43.25643469971401,144062.0
Maple Leaf,bicycle theft,1.0,29.0,4012.0,8.1,10490.0,43.25643469971401,144062.0
Markland Wood,Assault,24.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Markland Wood,Auto Theft,13.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Markland Wood,Break and Enter,19.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Markland Wood,Robbery,11.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Markland Wood,Theft Over,2.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Markland Wood,bicycle theft,1.0,12.0,3614.0,6.2,11080.0,47.462093862815884,195412.0
Milliken,Assault,87.0,130.0,2830.0,9.5,27460.0,43.82938820101967,525507.0
Milliken,Auto Theft,34.0,130.0,2830.0,9.5,27460.0,43.82938820101967,525507.0
Milliken,Break and Enter,67.0,130.0,2830.0,9.5,27460.0,43.82938820101967,525507.0
Milliken,Robbery,40.0,130.0,2830.0,9.5,27460.0,43.82938820101967,525507.0
Milliken,Theft Over,12.0,130.0,2830.0,9.5,27460.0,43.82938820101967,525507.0
Mimico (includes Humber Bay Shores),Assault,242.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),Auto Theft,34.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),Break and Enter,48.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),Robbery,11.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),Theft Over,15.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),bicycle theft,40.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Mimico (includes Humber Bay Shores),homicide,1.0,17.0,4915.0,6.2,34555.0,43.1803646360874,583422.0
Morningside,Assault,170.0,135.0,3041.0,11.4,17815.0,40.14692674712321,272837.0
Morningside,Auto Theft,13.0,135.0,3041.0,11.4,17815.0,40.14692674712321,272837.0
Morningside,Break and Enter,19.0,135.0,3041.0,11.4,17815.0,40.14692674712321,272837.0
Morningside,Robbery,13.0,135.0,3041.0,11.4,17815.0,40.14692674712321,272837.0
Morningside,bicycle theft,3.0,135.0,3041.0,11.4,17815.0,40.14692674712321,272837.0
Moss Park,Assault,470.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,Auto Theft,16.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,Break and Enter,133.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,Robbery,123.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,Theft Over,13.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,bicycle theft,118.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Moss Park,homicide,2.0,73.0,14753.0,6.9,20665.0,41.07125574643116,170813.0
Mount Dennis,Assault,109.0,115.0,6442.0,10.8,13850.0,38.99007220216607,164344.0
Mount Dennis,Auto Theft,14.0,115.0,6442.0,10.8,13850.0,38.99007220216607,164344.0
Mount Dennis,Break and Enter,30.0,115.0,6442.0,10.8,13850.0,38.99007220216607,164344.0
Mount Dennis,Robbery,33.0,115.0,6442.0,10.8,13850.0,38.99007220216607,164344.0
Mount Dennis,bicycle theft,3.0,115.0,6442.0,10.8,13850.0,38.99007220216607,164344.0
Mount Olive-Silverstone-Jamestown,Assault,267.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,Auto Theft,43.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,Break and Enter,34.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,Robbery,102.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,Theft Over,3.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,bicycle theft,10.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Olive-Silverstone-Jamestown,homicide,1.0,2.0,7291.0,12.1,33280.0,35.72310697115385,360648.0
Mount Pleasant East,Assault,23.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant East,Auto Theft,9.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant East,Break and Enter,16.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant East,Robbery,3.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant East,Theft Over,1.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant East,bicycle theft,20.0,99.0,5411.0,6.9,17040.0,39.994865023474176,348357.0
Mount Pleasant West,Assault,109.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,Auto Theft,4.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,Break and Enter,40.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,Robbery,10.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,Theft Over,6.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,bicycle theft,36.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
Mount Pleasant West,homicide,1.0,104.0,21969.0,6.7,30575.0,44.049386753883894,443047.0
New Toronto,Assault,100.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,Auto Theft,10.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,Break and Enter,41.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,Robbery,20.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,Theft Over,6.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,bicycle theft,6.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
New Toronto,homicide,1.0,18.0,3342.0,8.7,11460.0,40.54559336823735,188819.0
Newtonbrook East,Assault,79.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,Auto Theft,4.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,Break and Enter,41.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,Robbery,9.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,Theft Over,4.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,bicycle theft,6.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook East,homicide,1.0,50.0,3926.0,8.8,16775.0,45.23666169895678,335768.0
Newtonbrook West,Assault,136.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Newtonbrook West,Auto Theft,50.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Newtonbrook West,Break and Enter,54.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Newtonbrook West,Robbery,14.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Newtonbrook West,Theft Over,8.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Newtonbrook West,bicycle theft,30.0,36.0,5070.0,8.4,24505.0,42.903387063864514,260415.0
Niagara,Assault,250.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,Auto Theft,25.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,Break and Enter,69.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,Robbery,16.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,Theft Over,18.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,bicycle theft,124.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
Niagara,homicide,1.0,82.0,10156.0,4.5,31280.0,38.87787723785166,369683.0
North Riverdale,Assault,53.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North Riverdale,Auto Theft,6.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North Riverdale,Break and Enter,41.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
North Riverdale,Robbery,34.0,68.0,6770.0,5.3,12065.0,40.420016576875256,318764.0
